,child_case,head_case,relation,child_pos,head_pos,file_name
345,FV,inst,viseranam,pp. . sg. ,inst. sg. f.,Gold_102.csv
346,inst,inst,viseranam,inst. sg. f.,inst. sg. f.,Gold_102.csv
347,inst,FV,karwa,inst. sg. f.,pft. md. sg. 3,Gold_102.csv
348,nom,FV,karma,nom. sg. m.,pft. md. sg. 3,Gold_102.csv
349,FV,ROOT,root,pft. md. sg. 3,NA,Gold_102.csv
350,Ind,FV,axikaranam,conj.,pft. ac. sg. 3,Gold_632.csv
351,nom,IV,karwa,nom. pl. f.,abs.,Gold_632.csv
352,acc,IV,karma,acc. pl. f.,abs.,Gold_632.csv
353,IV,FV,purvakalah,abs.,pft. ac. sg. 3,Gold_632.csv
354,nom,FV,karwa,nom. sg. m.,pft. ac. sg. 3,Gold_632.csv
355,nom,Ind,upapaxasambanxah,nom. sg. n.,conj.,Gold_632.csv
356,Ind,FV,sambanxah,conj.,pft. ac. sg. 3,Gold_632.csv
357,FV,ROOT,root,pft. ac. sg. 3,NA,Gold_632.csv
358,g,loc,rartisambanxah,g. sg. f.,loc. sg. m.,Gold_1164.csv
359,loc,FV,axikaranam,loc. sg. m.,pr. [2] ac. sg. 3,Gold_1164.csv
360,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_1164.csv
361,nom,FV,karwa,nom. sg. m.,pr. [2] ac. sg. 3,Gold_1164.csv
362,FV,ROOT,root,pr. [2] ac. sg. 3,NA,Gold_1164.csv
363,nom,FV,karwa,nom. sg. m.,pr. md. sg. 3,Gold_907.csv
364,loc,loc,viseranam,loc. sg. m.,loc. sg. m.,Gold_907.csv
365,loc,FV,axikaranam,loc. sg. m.,pr. md. sg. 3,Gold_907.csv
366,Ind,loc,sambanxah,conj.,loc. sg. m.,Gold_907.csv
367,acc,FV,karma,acc. sg. m.,pr. md. sg. 3,Gold_907.csv
368,Ind,FV,sambanxah,conj.,pr. md. sg. 3,Gold_907.csv
369,Ind,FV,viseranam,conj.,pr. md. sg. 3,Gold_907.csv
370,FV,Ind,samucciwam,pr. md. sg. 3,conj.,Gold_907.csv
371,acc,FV,karma,acc. sg. m.,pr. md. sg. 3,Gold_907.csv
372,Ind,FV,viseranam,conj.,pr. md. sg. 3,Gold_907.csv
373,FV,Ind,samucciwam,pr. md. sg. 3,conj.,Gold_907.csv
374,nom,nom,sambanxah,nom. sg. n.,nom. sg. n.,Gold_907.csv
375,nom,nom,viseranam,nom. sg. n.,nom. sg. n.,Gold_907.csv
376,g,nom,rartisambanxah,g. sg. m.,nom. sg. n.,Gold_907.csv
377,nom,FV,karwa,nom. sg. n.,pr. ac. sg. 3,Gold_907.csv
378,nom,nom,viseranam,nom. sg. n.,nom. sg. n.,Gold_907.csv
379,FV,Ind,samucciwam,pr. ac. sg. 3,conj.,Gold_907.csv
380,Ind,ROOT,root,conj.,NA,Gold_907.csv
381,nom,FV,karwa,nom. sg. m.,pr. ac. sg. 3,Gold_1304.csv
382,Ind,nom,sambanxah,conj.,nom. sg. m.,Gold_1304.csv
383,acc,FV,karma,acc. pl. m.,pr. ac. sg. 3,Gold_1304.csv
384,FV,ROOT,root,pr. ac. sg. 3,NA,Gold_1304.csv
385,nom,FV,karwa,nom. sg. *.,pr. ac. sg. 1,Gold_1324.csv
386,Ind,FV,kriyaviseranam,conj.,pr. ac. sg. 1,Gold_1324.csv
387,Ind,FV,sambanxah,conj.,pr. ac. sg. 1,Gold_1324.csv
388,FV,ROOT,root,pr. ac. sg. 1,NA,Gold_1324.csv
389,nom,nom,viseranam,nom. pl. m.,nom. pl. m.,Gold_8.csv
390,nom,FV,karwa,nom. pl. m.,pr. [2] ac. pl. 3,Gold_8.csv
391,g,nom,rartisambanxah,g. pl. *,nom. pl. m.,Gold_8.csv
392,nom,FV,karwqsamanaxikaranam,nom. pl. m.,pr. [2] ac. pl. 3,Gold_8.csv
393,FV,ROOT,root,pr. [2] ac. pl. 3,NA,Gold_8.csv
394,nom,FV,karwa,nom. sg. m.,pr. ac. sg. 3,Gold_1048.csv
395,inst,FV,karanam,inst. sg. m.,pr. ac. sg. 3,Gold_1048.csv
396,acc,FV,karma,acc. sg. m.,pr. ac. sg. 3,Gold_1048.csv
397,FV,ROOT,root,pr. ac. sg. 3,NA,Gold_1048.csv
398,loc,FV,axikaranam,loc. sg. m.,pr. ps. pl. 3,Gold_1119.csv
399,acc,acc,viseranam,acc. pl. n.,acc. pl. n.,Gold_1119.csv
400,acc,acc,viseranam,acc. pl. n.,acc. pl. n.,Gold_1119.csv
401,acc,FV,karma,acc. pl. n.,pr. ps. pl. 3,Gold_1119.csv
402,Ind,FV,sambanxah,part.,pr. ps. pl. 3,Gold_1119.csv
403,Ind,Ind,sambanxah,prep.,part.,Gold_1119.csv
404,FV,ROOT,root,pr. ps. pl. 3,NA,Gold_1119.csv
405,Ind,FV,sambanxah,part.,pr. ps. pl. 3,Gold_1119.csv
406,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_692.csv
407,nom,IV,karwa,nom. sg. m.,pp.,Gold_692.csv
408,inst,nom,upapaxasambanxah,i. pl. m.,nom. sg. m.,Gold_692.csv
409,nom,nom,sambanxah,nom. sg. m.,nom. sg. m.,Gold_692.csv
410,loc,IV,axikaranam,loc. sg. m.,abs.,Gold_692.csv
411,acc,IV,karma,acc. sg. f.,abs.,Gold_692.csv
412,IV,IV,purvakalah,abs.,pp.,Gold_692.csv
413,acc,IV,karma,acc. sg. f.,abs.,Gold_692.csv
414,IV,IV,purvakalah,abs.,pp.,Gold_692.csv
415,acc,IV,karma,acc. sg. n.,pp.,Gold_692.csv
416,adv,IV,kriyaviseranam,adv.,pp.,Gold_692.csv
417,IV,ROOT,root,pp.,NA,Gold_692.csv
418,nom,FV,karwa,nom. sg. f.,aor. [5] ac. sg. 3,Gold_177.csv
419,nom,FV,karwqsamanaxikaranam,nom. pl. f.,aor. [5] ac. sg. 3,Gold_177.csv
420,FV,ROOT,root,aor. [5] ac. sg. 3,NA,Gold_177.csv
421,adv,FV,kriyaviseranam,adv.,impft. [8] ac. sg. 3,Gold_888.csv
422,g,inst,rartisambanxah,g. sg. f.,i. sg. n.,Gold_888.csv
423,inst,FV,hewuh,i. sg. n.,impft. [8] ac. sg. 3,Gold_888.csv
424,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_888.csv
425,nom,FV,karwa,nom. sg. m.,impft. [8] ac. sg. 3,Gold_888.csv
426,acc,FV,karma,acc. sg. f.,impft. [8] ac. sg. 3,Gold_888.csv
427,FV,ROOT,root,impft. [8] ac. sg. 3,NA,Gold_888.csv
428,g,loc,rartisambanxah,g. pl. n.,loc. sg. f.,Gold_1175.csv
429,loc,FV,bavalakranasapwami_samanakalah,loc. sg. f.,fut. ac. pl. 3,Gold_1175.csv
430,nom,FV,karwa,nom. sg. f.,fut. ac. pl. 3,Gold_1175.csv
431,acc,FV,karma,acc. pl. *,fut. ac. pl. 3,Gold_1175.csv
432,FV,Ind,samucciwam,fut. ac. pl. 3,conj.,Gold_1175.csv
433,FV,Ind,samucciwam,pr. [4] ac. pl. 3,conj.,Gold_1175.csv
434,Ind,ROOT,root,conj.,NA,Gold_1175.csv
435,Ind,Ind,sambanxah,prep.,conj.,Gold_1175.csv
436,nom,FV,karwa,nom. sg. m.,pr. [1] md. sg. 3,Gold_610.csv
437,Ind,nom,sambanxah,prep.,nom. sg. m.,Gold_610.csv
438,acc,FV,karma,acc. pl. *,pr. [1] md. sg. 3,Gold_610.csv
439,FV,ROOT,root,pr. [1] md. sg. 3,NA,Gold_610.csv
440,loc,nom,axikaranam,loc. sg. m.,nom. pl. f.,Gold_682.csv
441,g,inst,rartisambanxah,g. sg. m.,i. sg. f.,Gold_682.csv
442,inst,nom,karanam,i. sg. f.,nom. pl. f.,Gold_682.csv
443,nom,FV,karwa,nom. pl. *,pr. [2] ac. pl. 1,Gold_682.csv
444,nom,nom,viseranam,nom. pl. f.,nom. pl. f.,Gold_682.csv
445,Ind,nom,sambanxah,prep.,nom. pl. f.,Gold_682.csv
446,adv,nom,kriyaviseranam,adv.,nom. pl. f.,Gold_682.csv
447,nom,FV,karwqsamanaxikaranam,nom. pl. f.,pr. [2] ac. pl. 1,Gold_682.csv
448,FV,ROOT,root,pr. [2] ac. pl. 1,NA,Gold_682.csv
449,nom,FV,karwa,nom. pl. f.,pft. md. pl. 3,Gold_994.csv
450,g,acc,rartisambanxah,g. pl. m.,acc. sg. f.,Gold_994.csv
451,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_994.csv
452,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_994.csv
453,Ind,acc,sambanxah,conj.,acc. sg. f.,Gold_994.csv
454,acc,IV,karma,acc. sg. f.,abs.,Gold_994.csv
455,IV,FV,purvakalah,abs.,pft. md. pl. 3,Gold_994.csv
456,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_994.csv
457,acc,FV,karma,acc. sg. f.,pft. md. pl. 3,Gold_994.csv
458,FV,ROOT,root,pft. md. pl. 3,NA,Gold_994.csv
459,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_55.csv
460,nom,FV,karwa,nom. sg. m.,pft. ac. pl. 2,Gold_55.csv
461,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_55.csv
462,g,acc,rartisambanxah,g. pl. m.,acc. sg. m.,Gold_55.csv
463,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_55.csv
464,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_55.csv
465,acc,FV,karma,acc. sg. m.,pft. ac. pl. 2,Gold_55.csv
466,FV,ROOT,root,pft. ac. pl. 2,NA,Gold_55.csv
467,Ind,FV,sambanxah,conj.,pr. ac. pl. 3,Gold_364.csv
468,g,nom,rartisambanxah,g. sg. m.,nom. pl. n.,Gold_364.csv
469,nom,Ind,samucciwam,nom. pl. n.,conj.,Gold_364.csv
470,nom,Ind,samucciwam,nom. pl. n.,conj.,Gold_364.csv
471,nom,Ind,samucciwam,nom. pl. n.,conj.,Gold_364.csv
472,Ind,FV,karwa,conj.,pr. ac. pl. 3,Gold_364.csv
473,FV,ROOT,root,pr. ac. pl. 3,NA,Gold_364.csv
474,loc,IV,axikaranam,loc. sg. m.,ppa.,Gold_685.csv
475,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_685.csv
476,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_685.csv
477,acc,IV,karma,acc. sg. m.,ppa.,Gold_685.csv
478,inst,nom,kriyaviseranam,i. sg. m.,nom. sg. n.,Gold_685.csv
479,nom,IV,karwa,nom. sg. m.,ppa.,Gold_685.csv
480,g,loc,rartisambanxah,g. sg. n.,loc. sg. m.,Gold_685.csv
481,loc,IV,axikaranam,loc. sg. m.,ppa.,Gold_685.csv
482,nom,IV,karmasamanaxikaranam,nom. sg. n.,ppa.,Gold_685.csv
483,Ind,nom,sambanxah,prep.,nom. sg. n.,Gold_685.csv
484,IV,ROOT,root,ppa.,NA,Gold_685.csv
485,voc,FV,samboxyah,voc. sg. m.,aor. [5] ac. sg. 3,Gold_195.csv
486,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_195.csv
487,nom,FV,karwa,nom. sg. m.,aor. [5] ac. sg. 3,Gold_195.csv
488,FV,ROOT,root,aor. [5] ac. sg. 3,NA,Gold_195.csv
489,nom,IV,karwa,nom. sg. m.,ca. pp.,Gold_919.csv
490,acc,IV,sambanxah,acc. sg. m.,ca. pp.,Gold_919.csv
491,acc,IV,sambanxah,acc. sg. n.,ca. pp.,Gold_919.csv
492,IV,ROOT,root,ca. pp.,NA,Gold_919.csv
493,acc,FV,karma,acc. sg. m.,pr. [10] ac. sg. 3,Gold_568.csv
494,nom,FV,karwa,nom. sg. m.,pr. [10] ac. sg. 3,Gold_568.csv
495,FV,ROOT,root,pr. [10] ac. sg. 3,NA,Gold_568.csv
496,nom,IV,karwa,nom. sg. f.,ppa.,Gold_248.csv
497,abl,IV,apaxanam,abl. sg. n.,ca. abs.,Gold_248.csv
498,Ind,abl,sambanxah,prep.,abl. sg. n.,Gold_248.csv
499,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_248.csv
500,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_248.csv
501,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_248.csv
502,acc,IV,karma,acc. sg. f.,ca. abs.,Gold_248.csv
503,IV,IV,purvakalah,ca. abs.,ppa.,Gold_248.csv
504,acc,IV,kriyaviseranam,acc. sg. n.,abs.,Gold_248.csv
505,loc,IV,axikaranam,loc. sg. m.,abs.,Gold_248.csv
506,IV,IV,purvakalah,abs.,ppa.,Gold_248.csv
507,acc,IV,karma,acc. sg. m.,ppa.,Gold_248.csv
508,IV,ROOT,root,ppa.,NA,Gold_248.csv
509,loc,FV,axikaranam,loc. sg. m.,fut. ac. sg. 1,Gold_511.csv
510,nom,FV,karwa,nom. sg. *,fut. ac. sg. 1,Gold_511.csv
511,dat,FV,sampraxanam,dat. sg. *,fut. ac. sg. 1,Gold_511.csv
512,g,nom,rartisambanxah,g. sg. *,nom. sg. n.,Gold_511.csv
513,nom,FV,karma,nom. sg. n.,fut. ac. sg. 1,Gold_511.csv
514,FV,ROOT,root,fut. ac. sg. 1,NA,Gold_511.csv
515,Ind,FV,axikaranam,conj.,pr. ac. sg. 3,Gold_221.csv
516,nom,nom,viseranam,nom. sg. f.,nom. sg. f.,Gold_221.csv
517,nom,nom,viseranam,nom. sg. f.,nom. sg. f.,Gold_221.csv
518,nom,FV,karwa,nom. sg. f.,pr. ac. sg. 3,Gold_221.csv
519,acc,FV,karma,acc. sg. m.,pr. ac. sg. 3,Gold_221.csv
520,FV,Ind,samucciwam,pr. ac. sg. 3,conj.,Gold_221.csv
521,nom,inst,viseranam,nom. sg. n.,inst. sg. f.,Gold_221.csv
522,inst,inst,viseranam,inst. sg. f.,inst. sg. f.,Gold_221.csv
523,inst,FV,karanam,inst. sg. f.,pr. ac. sg. 3,Gold_221.csv
524,nom,FV,karwa,nom. sg. f.,pr. ac. sg. 3,Gold_221.csv
525,nom,nom,viseranam,nom. sg. f.,nom. sg. f.,Gold_221.csv
526,acc,FV,karma,acc. sg. m.,pr. ac. sg. 3,Gold_221.csv
527,Ind,FV,sambanxah,conj.,pr. ac. sg. 3,Gold_221.csv
528,FV,Ind,samucciwam,pr. ac. sg. 3,conj.,Gold_221.csv
529,Ind,ROOT,root,conj.,NA,Gold_221.csv
530,Ind,FV,axikaranam,conj.,pp. . sg. ,Gold_577.csv
531,nom,FV,karwa,nom. sg. f.,pp. . sg. ,Gold_577.csv
532,acc,Ind,karma,acc. sg. m.,conj.,Gold_577.csv
533,acc,Ind,karmasamanaxikaranam,acc. sg. f.,conj.,Gold_577.csv
534,Ind,FV,prayojanam,conj.,pp. . sg. ,Gold_577.csv
535,FV,ROOT,root,pp. . sg. ,NA,Gold_577.csv
536,loc,IV,axikaranam,loc. sg. m.,abs.,Gold_167.csv
537,nom,nom,viseranam,nom. pl. m.,nom. pl. m.,Gold_167.csv
538,nom,nom,viseranam,nom. pl. m.,nom. pl. m.,Gold_167.csv
539,nom,IV,karwa,nom. pl. m.,abs.,Gold_167.csv
540,acc,IV,karma,acc. sg. f.,abs.,Gold_167.csv
541,acc,IV,karmasamanaxikaranam,acc. sg. f.,abs.,Gold_167.csv
542,IV,IV,purvakalah,abs.,pp.,Gold_167.csv
543,IV,ROOT,root,pp.,NA,Gold_167.csv
544,g,nom,rartisambanxah,g. sg. n.,nom. sg. m.,Gold_609.csv
545,nom,FV,karwa,nom. sg. m.,pr. [1] ac. sg. 3,Gold_609.csv
546,abl,FV,hewuh,abl. sg. m.,pr. [1] ac. sg. 3,Gold_609.csv
547,nom,FV,karwqsamanaxikaranam,nom. sg. m.,pr. [1] ac. sg. 3,Gold_609.csv
548,FV,ROOT,root,pr. [1] ac. sg. 3,NA,Gold_609.csv
549,Ind,Ind,samucciwam,conj.,conj.,Gold_23.csv
550,nom,IV,karwa,nom. pl. *,pp.,Gold_23.csv
551,g,acc,rartisambanxah,g. sg. n.,acc. sg. m.,Gold_23.csv
552,acc,IV,karma,acc. sg. m.,pp.,Gold_23.csv
553,IV,Ind,samucciwam,pp.,conj.,Gold_23.csv
554,Ind,ROOT,root,conj.,NA,Gold_23.csv
555,loc,nom,axikaranam,loc. pl. n.,nom. sg. n.,Gold_604.csv
556,acc,nom,karma,acc. sg. m.,nom. sg. n.,Gold_604.csv
557,nom,nom,sambanxah,nom. sg. n.,nom. sg. n.,Gold_604.csv
558,nom,nom,sambanxah,nom. sg. n.,nom. sg. n.,Gold_604.csv
559,nom,Ind,samucciwam,nom. sg. n.,conj.,Gold_604.csv
560,nom,Ind,samucciwam,nom. sg. n.,conj.,Gold_604.csv
561,Ind,nom,karwqsamanaxikaranam,conj.,nom. sg. m.,Gold_604.csv
562,nom,FV,karwa,nom. sg. m.,ca. impft. md. sg. 3,Gold_604.csv
563,Ind,nom,sambanxah,conj.,nom. sg. m.,Gold_604.csv
564,nom,IV,karwqsamanaxikaranam,nom. sg. m.,abs.,Gold_604.csv
565,IV,FV,purvakalah,abs.,ca. impft. md. sg. 3,Gold_604.csv
566,acc,FV,karma,acc. sg. n.,ca. impft. md. sg. 3,Gold_604.csv
567,FV,ROOT,root,ca. impft. md. sg. 3,NA,Gold_604.csv
568,loc,nom,axikaranam,loc. sg. f.,nom. pl. m.,Gold_171.csv
569,nom,nom,viseranam,nom. pl. m.,nom. pl. m.,Gold_171.csv
570,nom,nom,karwa,nom. pl. m.,nom. pl. m.,Gold_171.csv
571,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_171.csv
572,acc,nom,karma,acc. sg. f.,nom. pl. m.,Gold_171.csv
573,nom,nom,viseranam,nom. pl. m.,nom. pl. m.,Gold_171.csv
574,nom,nom,viseranam,nom. pl. m.,nom. pl. m.,Gold_171.csv
575,loc,FV,axikaranam,loc. sg. n.,impft . md. pl. 3,Gold_171.csv
576,Ind,nom,sambanxah,conj.,nom. pl. m.,Gold_171.csv
577,nom,FV,karma,nom. pl. m.,impft . md. pl. 3,Gold_171.csv
578,inst,inst,viseranam,inst. pl. m.,inst. pl. m.,Gold_171.csv
579,inst,FV,karwa,inst. pl. m.,impft . md. pl. 3,Gold_171.csv
580,Ind,FV,sambanxah,conj.,impft . md. pl. 3,Gold_171.csv
581,Ind,FV,sambanxah,conj.,impft . md. pl. 3,Gold_171.csv
582,FV,ROOT,root,impft . md. pl. 3,NA,Gold_171.csv
583,nom,FV,karwa,nom. sg. f.,pr. [4] ac. sg. 3,Gold_704.csv
584,loc,FV,karma,loc. sg. m.,pr. [4] ac. sg. 3,Gold_704.csv
585,FV,ROOT,root,pr. [4] ac. sg. 3,NA,Gold_704.csv
586,acc,acc,viseranam,acc. pl. n.,acc. pl. n.,Gold_54.csv
587,acc,Ind,karma,acc. pl. n.,conj.,Gold_54.csv
588,loc,Ind,axikaranam,loc. sg. n.,conj.,Gold_54.csv
589,Ind,FV,purvakalah,conj.,impft . ac. pl. 3,Gold_54.csv
590,nom,FV,karwa,nom. pl. m.,impft . ac. pl. 3,Gold_54.csv
591,Ind,FV,kriyaviseranam,conj.,impft . ac. pl. 3,Gold_54.csv
592,acc,FV,karma,acc. sg. m.,impft . ac. pl. 3,Gold_54.csv
593,FV,ROOT,root,impft . ac. pl. 3,NA,Gold_54.csv
594,inst,FV,karwa,inst. sg. m.,pp. . sg. ,Gold_430.csv
595,FV,acc,viseranam,pp. . sg. ,acc. sg. m.,Gold_430.csv
596,acc,FV,karma,acc. sg. m.,impft . ac. pl. 3,Gold_430.csv
597,FV,ROOT,root,impft . ac. pl. 3,NA,Gold_430.csv
598,nom,FV,karwa,nom. sg. m.,impft . ac. pl. 3,Gold_430.csv
599,g,nom,rartisambanxah,g. sg. m.,nom. sg. n.,Gold_108.csv
600,nom,nom,viseranam,nom. sg. n.,nom. sg. n.,Gold_108.csv
601,nom,nom,viseranam,nom. sg. n.,nom. sg. n.,Gold_108.csv
602,nom,FV,karwa,nom. sg. n.,pr. ac. sg. 3,Gold_108.csv
603,FV,Ind,samucciwam,pr. ac. sg. 3,conj.,Gold_108.csv
604,g,nom,rartisambanxah,g. sg. m.,nom. sg. n.,Gold_108.csv
605,nom,nom,viseranam,nom. sg. n.,nom. sg. n.,Gold_108.csv
606,nom,FV,karwa,nom. sg. n.,pr. ac. sg. 3,Gold_108.csv
607,FV,Ind,samucciwam,pr. ac. sg. 3,conj.,Gold_108.csv
608,Ind,FV,axikaranam,conj.,pr. ac. sg. 3,Gold_108.csv
609,nom,nom,viseranam,nom. sg. n.,nom. sg. n.,Gold_108.csv
610,nom,FV,karwa,nom. sg. n.,pr. ac. sg. 3,Gold_108.csv
611,Ind,FV,axikaranam,conj.,pr. ac. sg. 3,Gold_108.csv
612,FV,Ind,samucciwam,pr. ac. sg. 3,conj.,Gold_108.csv
613,nom,nom,viseranam,nom. sg. n.,nom. sg. n.,Gold_108.csv
614,nom,Ind,prawiyogi,nom. sg. n.,conj.,Gold_108.csv
615,Ind,inst,anuyogi,conj.,inst. pl. m.,Gold_108.csv
616,inst,nom,karwa,inst. pl. m.,nom. sg. n.,Gold_108.csv
617,nom,nom,kriyaviseranam,nom. sg. n.,nom. sg. n.,Gold_108.csv
618,nom,Ind,samucciwam,nom. sg. n.,conj.,Gold_108.csv
619,Ind,ROOT,root,conj.,NA,Gold_108.csv
620,adv,FV,sambanxah,adv.,imp. [10] ac. sg. 3,Gold_476.csv
621,acc,FV,karma,acc. sg. n.,imp. [10] ac. sg. 3,Gold_476.csv
622,Ind,acc,sambanxah,prep.,acc. sg. n.,Gold_476.csv
623,FV,ROOT,root,imp. [10] ac. sg. 3,NA,Gold_476.csv
624,nom,FV,karwa,nom. sg. m.,imp. [10] ac. sg. 3,Gold_476.csv
625,nom,IV,karwa,nom. sg. f.,ppa.,Gold_588.csv
626,acc,IV,karma,acc. sg. f.,ppa.,Gold_588.csv
627,IV,ROOT,root,ppa.,NA,Gold_588.csv
628,IV,FV,sambanxah,pp.,pr. [1] ac. sg. 3,Gold_1025.csv
629,nom,nom,viseranam,nom. sg. n.,nom. sg. n.,Gold_1025.csv
630,nom,IV,karwa,nom. sg. n.,pp.,Gold_1025.csv
631,g,g,viseranam,g. sg. *,g. sg. m.,Gold_1025.csv
632,adv,IV,sambanxah,adv.,pp.,Gold_1025.csv
633,g,nom,rartisambanxah,g. sg. m.,nom. sg. n.,Gold_1025.csv
634,Ind,g,sambanxah,prep.,g. sg. m.,Gold_1025.csv
635,inst,g,sambanxah,i. pl. m.,g. sg. m.,Gold_1025.csv
636,Ind,FV,sambanxah,part.,pr. [1] ac. sg. 3,Gold_1025.csv
637,loc,Ind,axikaranam,loc. sg. m.,part.,Gold_1025.csv
638,nom,FV,karwa,nom. sg. m.,pr. [1] ac. sg. 3,Gold_1025.csv
639,FV,Ind,samucciwam,pr. [1] ac. sg. 3,part.,Gold_1025.csv
640,nom,Ind,karwqsamanaxikaranam,nom. sg. m.,conj.,Gold_1025.csv
641,Ind,FV,sambanxah,part.,pr. [1] ac. sg. 3,Gold_1025.csv
642,FV,Ind,samucciwam,pr. [1] ac. sg. 3,conj.,Gold_1025.csv
643,nom,FV,karwa,nom. sg. m.,pr. [1] ac. sg. 3,Gold_1025.csv
644,Ind,FV,sambanxah,part.,pr. [1] ac. sg. 3,Gold_1025.csv
645,Ind,ROOT,root,conj.,NA,Gold_1025.csv
646,nom,FV,karwa,nom. du. *,pr. [1] ac. sg. 3,Gold_1025.csv
647,FV,Ind,samucciwam,pr. [1] ac. sg. 3,conj.,Gold_1025.csv
648,Ind,FV,sambanxah,part.,fut. ac. sg. 3,Gold_710.csv
649,adv,FV,kriyaviseranam,adv.,fut. ac. sg. 3,Gold_710.csv
650,acc,nom,viseranam,acc. sg. m.,nom. sg. n.,Gold_710.csv
651,nom,FV,karwa,nom. sg. n.,fut. ac. sg. 3,Gold_710.csv
652,FV,ROOT,root,fut. ac. sg. 3,NA,Gold_710.csv
653,nom,FV,karwa,nom. sg. f.,pr. [2] ac. sg. 3,Gold_1092.csv
654,loc,FV,axikaranam,loc. sg. m.,pr. [2] ac. sg. 3,Gold_1092.csv
655,nom,FV,karwqsamanaxikaranam,nom. pl. m.,pr. [2] ac. sg. 3,Gold_1092.csv
656,Ind,FV,sambanxah,part.,pr. [2] ac. sg. 3,Gold_1092.csv
657,FV,ROOT,root,pr. [2] ac. sg. 3,NA,Gold_1092.csv
658,loc,IV,axikaranam,loc. sg. m.,abs.,Gold_967.csv
659,inst,inst,viseranam,i. sg. f.,i. sg. f.,Gold_967.csv
660,inst,inst,viseranam,i. sg. f.,i. sg. f.,Gold_967.csv
661,inst,IV,karanam,i. sg. f.,abs.,Gold_967.csv
662,g,g,viseranam,g. sg. m.,g. sg. m.,Gold_967.csv
663,g,abl,rartisambanxah,g. sg. m.,abl. sg. n.,Gold_967.csv
664,abl,IV,apaxanam,abl. sg. n.,abs.,Gold_967.csv
665,acc,IV,karma,acc. sg. f.,abs.,Gold_967.csv
666,IV,IV,purvakalah,abs.,pp.,Gold_967.csv
667,nom,IV,karma,nom. sg. f.,pp.,Gold_967.csv
668,IV,ROOT,root,pp.,NA,Gold_967.csv
669,nom,IV,karwa,nom. sg. f.,pp.,Gold_1408.csv
670,acc,IV,karma,acc. sg. *,pp.,Gold_1408.csv
671,adv,IV,kriyaviseranam,adv.,pp.,Gold_1408.csv
672,IV,ROOT,root,pp.,NA,Gold_1408.csv
673,g,inst,rartisambanxah,g. sg. m.,inst. sg. m.,Gold_1406.csv
674,inst,nom,hewuh,inst. sg. m.,nom. sg. m.,Gold_1406.csv
675,inst,g,viseranam,inst. sg. m.,g. pl. n.,Gold_1406.csv
676,g,g,viseranam,g. pl. n.,g. pl. n.,Gold_1406.csv
677,g,nom,rartisambanxah,g. pl. n.,nom. sg. m.,Gold_1406.csv
678,Ind,nom,kriyaviseranam,conj.,nom. sg. m.,Gold_1406.csv
679,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_1406.csv
680,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_1406.csv
681,nom,FV,karwa,nom. sg. m.,pft. ac. sg. 3,Gold_1406.csv
682,inst,inst,viseranam,inst. pl. m.,inst. pl. m.,Gold_1406.csv
683,inst,FV,karanam,inst. pl. m.,pft. ac. sg. 3,Gold_1406.csv
684,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_1406.csv
685,acc,FV,karma,acc. sg. m.,pft. ac. sg. 3,Gold_1406.csv
686,FV,ROOT,root,pft. ac. sg. 3,NA,Gold_1406.csv
687,g,inst,rartisambanxah,g. sg. m.,inst. pl. m.,Gold_1452.csv
688,inst,FV,karwa,inst. pl. m.,impft . md. sg. 3,Gold_1452.csv
689,acc,IV,karma,acc. sg. m.,inf.,Gold_1452.csv
690,inst,IV,karanam,inst. sg. f.,inf.,Gold_1452.csv
691,IV,FV,prayojanam,inf.,impft . md. sg. 3,Gold_1452.csv
692,abl,FV,apaxanam,abl. sg. m.,impft . md. sg. 3,Gold_1452.csv
693,FV,Ind,samucciwam,impft . md. sg. 3,conj.,Gold_1452.csv
694,inst,inst,viseranam,inst. pl. m.,inst. pl. m.,Gold_1452.csv
695,inst,FV,karwa,inst. pl. m.,pft. md. sg. 3,Gold_1452.csv
696,abl,Ind,prawiyogi,abl. sg. m.,conj.,Gold_1452.csv
697,Ind,abl,anuyogi,conj.,abl. sg. m.,Gold_1452.csv
698,FV,Ind,samucciwam,pft. md. sg. 3,conj.,Gold_1452.csv
